"ファイル名","WAVE0008.CSV","V 1.11"
"タイトルコメント","試験122205"
"トリガ時刻","25-05-16 13:59:28"
"CH","Mode","Range","Comment","Scaling","Ratio","Offset"
"CH-3","電圧","1V","REC","OFF","-","-"
"CH-10","電圧","10V","PULSE","OFF","-","-"
"Time","CH-3[V]","CH-10[V]","Event",
 4.600000000E+00, 3.96800E-01, 6.00000E-03,0,
 4.650000000E+00, 3.83900E-01, 6.00000E-03,0,
 4.700000000E+00, 3.55200E-01, 6.00000E-03,0,
 4.750000000E+00, 3.24100E-01, 4.93050E+00,0,
 4.800000000E+00, 3.02500E-01, 6.00000E-03,0,
 4.850000000E+00, 1.81200E-01, 6.00000E-03,0,
 4.900000000E+00, 3.31500E-02, 6.00000E-03,0,
 4.950000000E+00, 1.47350E-01, 6.00000E-03,0,
 5.000000000E+00, 2.08250E-01, 4.93050E+00,0,
 5.050000000E+00, 2.54750E-01, 4.93050E+00,0,
 5.100000000E+00, 2.72400E-01, 6.00000E-03,0,
 5.150000000E+00, 2.86450E-01, 6.00000E-03,0,
 5.200000000E+00, 2.47150E-01, 6.00000E-03,0,
 5.250000000E+00, 2.59200E-01, 4.93050E+00,0,
 5.300000000E+00, 2.37550E-01, 4.93050E+00,0,
 5.350000000E+00, 2.78750E-01, 6.00000E-03,0,
 5.400000000E+00, 2.81350E-01, 6.00000E-03,0,
 5.450000000E+00, 2.93300E-01, 6.00000E-03,0,
 5.500000000E+00, 3.02650E-01, 6.00000E-03,0,
 5.550000000E+00, 3.49100E-01, 4.93050E+00,0,
 5.600000000E+00, 3.51250E-01, 6.00000E-03,0,
 5.650000000E+00, 3.60750E-01, 6.00000E-03,0,
 5.700000000E+00, 3.44800E-01, 6.00000E-03,0,
 5.750000000E+00, 3.23350E-01, 6.00000E-03,0,
 5.800000000E+00, 3.21550E-01, 6.00000E-03,0,
 5.850000000E+00, 2.98450E-01, 4.93050E+00,0,
 5.900000000E+00, 2.86850E-01, 6.00000E-03,0,
 5.950000000E+00, 2.56750E-01, 6.50000E-03,0,
 6.000000000E+00, 1.87500E-01, 6.00000E-03,0,
 6.050000000E+00, 1.68900E-01, 6.00000E-03,0,
 6.100000000E+00, 2.56750E-01, 4.10100E+00,0,
 6.150000000E+00, 2.66150E-01, 4.93050E+00,0,
 6.200000000E+00, 2.78200E-01, 6.00000E-03,0,
 6.250000000E+00, 1.99200E-01, 6.00000E-03,0,
 6.300000000E+00, 2.88000E-01, 6.00000E-03,0,
 6.350000000E+00, 3.10850E-01, 6.00000E-03,0,
 6.400000000E+00, 3.20350E-01, 4.93050E+00,0,
 6.450000000E+00, 3.09950E-01, 4.93050E+00,0,
 6.500000000E+00, 3.13900E-01, 6.00000E-03,0,
 6.550000000E+00, 2.45050E-01, 6.00000E-03,0,
 6.600000000E+00, 3.32400E-01, 6.00000E-03,0,
 6.650000000E+00, 3.29400E-01, 6.00000E-03,0,
 6.700000000E+00, 3.00100E-01, 4.93100E+00,0,
 6.750000000E+00, 2.69150E-01, 4.93050E+00,0,
 6.800000000E+00, 2.79200E-01, 6.00000E-03,0,
 6.850000000E+00, 2.32450E-01, 6.00000E-03,0,
 6.900000000E+00, 2.76950E-01, 6.00000E-03,0,
 6.950000000E+00, 2.75950E-01, 6.00000E-03,0,
 7.000000000E+00, 2.82550E-01, 4.93050E+00,0,
 7.050000000E+00, 3.03400E-01, 6.00000E-03,0,
 7.100000000E+00, 2.85550E-01, 6.00000E-03,0,
 7.150000000E+00, 3.37750E-01, 6.00000E-03,0,
 7.200000000E+00, 3.44550E-01, 6.00000E-03,0,
 7.250000000E+00, 3.68850E-01, 4.93050E+00,0,
 7.300000000E+00, 3.59200E-01, 6.00000E-03,0,
 7.350000000E+00, 3.34150E-01, 6.00000E-03,0,
 7.400000000E+00, 3.13750E-01, 6.00000E-03,0,
 7.450000000E+00, 2.77000E-01, 4.93050E+00,0,
 7.500000000E+00, 2.35150E-01, 4.93050E+00,0,
 7.550000000E+00, 2.72600E-01, 6.00000E-03,0,
 7.600000000E+00, 3.17350E-01, 6.00000E-03,0,
 7.650000000E+00, 3.53750E-01, 6.00000E-03,0,
 7.700000000E+00, 3.58450E-01, 6.00000E-03,0,
 7.750000000E+00, 3.65350E-01, 4.93050E+00,0,
 7.800000000E+00, 3.52900E-01, 4.93100E+00,0,
 7.850000000E+00, 3.31500E-01, 6.00000E-03,0,
 7.900000000E+00, 2.99000E-01, 6.00000E-03,0,
 7.950000000E+00, 2.99250E-01, 6.00000E-03,0,
 8.000000000E+00, 3.19250E-01, 6.00000E-03,0,
 8.050000000E+00, 3.16050E-01, 4.93050E+00,0,
 8.100000000E+00, 3.07800E-01, 6.00000E-03,0,
 8.150000000E+00, 2.97500E-01, 6.00000E-03,0,
 8.200000000E+00, 2.93150E-01, 6.00000E-03,0,
 8.250000000E+00, 2.92250E-01, 6.00000E-03,0,
 8.300000000E+00, 3.12700E-01, 4.93050E+00,0,
 8.350000000E+00, 3.15850E-01, 4.93050E+00,0,
 8.400000000E+00, 2.92750E-01, 6.00000E-03,0,
 8.450000000E+00, 2.08450E-01, 6.00000E-03,0,
 8.500000000E+00, 1.78750E-01, 6.00000E-03,0,
 8.550000000E+00, 2.34000E-01, 4.93050E+00,0,
 8.600000000E+00, 2.30900E-01, 4.93050E+00,0,
 8.650000000E+00, 2.54700E-01, 6.00000E-03,0,
 8.700000000E+00, 2.88400E-01, 6.00000E-03,0,
 8.750000000E+00, 3.21000E-01, 6.00000E-03,0,
 8.800000000E+00, 3.46200E-01, 4.93050E+00,0,
 8.850000000E+00, 3.62850E-01, 4.93050E+00,0,
 8.900000000E+00, 3.56500E-01, 6.00000E-03,0,
 8.950000000E+00, 3.58200E-01, 6.00000E-03,0,
 9.000000000E+00, 3.53900E-01, 6.00000E-03,0,
 9.050000000E+00, 3.58600E-01, 6.00000E-03,0,
 9.100000000E+00, 3.54100E-01, 4.93050E+00,0,
 9.150000000E+00, 2.91300E-01, 6.00000E-03,0,
 9.200000000E+00, 2.36600E-01, 6.00000E-03,0,
 9.250000000E+00, 1.80250E-01, 6.00000E-03,0,
 9.300000000E+00, 2.69950E-01, 6.00000E-03,0,
 9.350000000E+00, 3.31500E-01, 4.93050E+00,0,
 9.400000000E+00, 3.46650E-01, 4.93050E+00,0,
 9.450000000E+00, 3.64800E-01, 6.00000E-03,0,
 9.500000000E+00, 3.64850E-01, 6.00000E-03,0,
 9.550000000E+00, 3.65150E-01, 6.00000E-03,0,
 9.600000000E+00, 3.60350E-01, 4.93050E+00,0,
 9.650000000E+00, 3.50200E-01, 6.00000E-03,0,
 9.700000000E+00, 3.35450E-01, 6.00000E-03,0,
 9.750000000E+00, 3.06700E-01, 6.00000E-03,0,
 9.800000000E+00, 2.92050E-01, 6.00000E-03,0,
 9.850000000E+00, 2.90650E-01, 4.93050E+00,0,
 9.900000000E+00, 2.77700E-01, 4.93050E+00,0,
 9.950000000E+00, 2.44600E-01, 6.00000E-03,0,
 1.000000000E+01, 1.73150E-01, 6.00000E-03,0,
 1.005000000E+01, 2.26900E-01, 6.50000E-03,0,
 1.010000000E+01, 2.83550E-01, 6.00000E-03,0,
 1.015000000E+01, 3.06750E-01, 6.00000E-03,0,
 1.020000000E+01, 3.36800E-01, 4.93100E+00,0,
 1.025000000E+01, 3.58950E-01, 6.00000E-03,0,
 1.030000000E+01, 3.87300E-01, 6.00000E-03,0,
 1.035000000E+01, 3.85500E-01, 6.00000E-03,0,
 1.040000000E+01, 3.99450E-01, 6.00000E-03,0,
 1.045000000E+01, 4.01300E-01, 6.00000E-03,0,
 1.050000000E+01, 3.89700E-01, 4.93050E+00,0,
 1.055000000E+01, 3.65300E-01, 5.50000E-03,0,
 1.060000000E+01, 3.34600E-01, 6.00000E-03,0,
 1.065000000E+01, 3.13750E-01, 6.00000E-03,0,
 1.070000000E+01, 3.26650E-01, 6.00000E-03,0,
 1.075000000E+01, 3.43350E-01, 4.93050E+00,0,
 1.080000000E+01, 3.22500E-01, 6.00000E-03,0,
 1.085000000E+01, 2.87500E-01, 6.00000E-03,0,
 1.090000000E+01, 2.64650E-01, 6.00000E-03,0,
 1.095000000E+01, 2.89500E-01, 6.00000E-03,0,
 1.100000000E+01, 2.93750E-01, 4.93050E+00,0,
 1.105000000E+01, 3.13300E-01, 4.93050E+00,0,
 1.110000000E+01, 3.23450E-01, 6.00000E-03,0,
 1.115000000E+01, 3.26250E-01, 6.00000E-03,0,
 1.120000000E+01, 3.28400E-01, 6.00000E-03,0,
 1.125000000E+01, 3.53800E-01, 4.93100E+00,0,
 1.130000000E+01, 3.71100E-01, 6.00000E-03,0,
 1.135000000E+01, 3.77500E-01, 6.00000E-03,0,
 1.140000000E+01, 3.99050E-01, 6.50000E-03,0,
 1.145000000E+01, 4.13150E-01, 6.00000E-03,0,
 1.150000000E+01, 4.28400E-01, 4.93050E+00,0,
 1.155000000E+01, 4.32850E-01, 4.93050E+00,0,
 1.160000000E+01, 4.19600E-01, 6.00000E-03,0,
 1.165000000E+01, 4.10200E-01, 5.50000E-03,0,
 1.170000000E+01, 4.04600E-01, 6.00000E-03,0,
 1.175000000E+01, 3.97050E-01, 4.93050E+00,0,
 1.180000000E+01, 3.83100E-01, 4.93050E+00,0,
 1.185000000E+01, 3.85050E-01, 6.00000E-03,0,
 1.190000000E+01, 3.75450E-01, 6.00000E-03,0,
 1.195000000E+01, 3.67450E-01, 6.00000E-03,0,
 1.200000000E+01, 3.68000E-01, 6.50000E-03,0,
 1.205000000E+01, 3.62700E-01, 4.93050E+00,0,
 1.210000000E+01, 3.19750E-01, 4.93050E+00,0,
 1.215000000E+01, 2.73150E-01, 4.93050E+00,0,
 1.220000000E+01, 2.70750E-01, 6.00000E-03,0,
 1.225000000E+01, 2.18950E-01, 6.00000E-03,0,
 1.230000000E+01, 1.96650E-01, 6.00000E-03,0,
 1.235000000E+01, 2.26700E-01, 6.00000E-03,0,
 1.240000000E+01, 3.06550E-01, 4.93050E+00,0,
 1.245000000E+01, 3.46050E-01, 6.00000E-03,0,
 1.250000000E+01, 3.51050E-01, 6.00000E-03,0,
 1.255000000E+01, 3.51250E-01, 6.00000E-03,0,
 1.260000000E+01, 3.45400E-01, 6.00000E-03,0,
 1.265000000E+01, 3.63750E-01, 4.93050E+00,0,
 1.270000000E+01, 3.76200E-01, 6.00000E-03,0,
 1.275000000E+01, 3.81350E-01, 6.00000E-03,0,
 1.280000000E+01, 3.46350E-01, 6.00000E-03,0,
 1.285000000E+01, 3.62850E-01, 4.93050E+00,0,
 1.290000000E+01, 3.29550E-01, 6.00000E-03,0,
 1.295000000E+01, 3.05300E-01, 6.50000E-03,0,
 1.300000000E+01, 3.07600E-01, 6.00000E-03,0,
 1.305000000E+01, 3.10000E-01, 4.93050E+00,0,
 1.310000000E+01, 3.01700E-01, 4.93050E+00,0,
 1.315000000E+01, 2.26250E-01, 6.00000E-03,0,
 1.320000000E+01, 2.54900E-01, 6.00000E-03,0,
 1.325000000E+01, 1.35700E-01, 6.00000E-03,0,
 1.330000000E+01, 1.67350E-01, 4.93050E+00,0,
 1.335000000E+01, 1.63800E-01, 6.00000E-03,0,
 1.340000000E+01, 2.23000E-01, 6.00000E-03,0,
 1.345000000E+01, 2.82250E-01, 6.00000E-03,0,
 1.350000000E+01, 2.82950E-01, 4.93050E+00,0,
 1.355000000E+01, 2.27850E-01, 4.93050E+00,0,
 1.360000000E+01, 2.21850E-01, 6.00000E-03,0,
 1.365000000E+01, 2.71250E-01, 6.00000E-03,0,
 1.370000000E+01, 2.91250E-01, 4.93050E+00,0,
 1.375000000E+01, 3.03250E-01, 4.93100E+00,0,
 1.380000000E+01, 2.88800E-01, 6.00000E-03,0,
 1.385000000E+01, 2.19050E-01, 6.00000E-03,0,
 1.390000000E+01, 1.41900E-01, 6.00000E-03,0,
 1.395000000E+01, 1.08200E-01, 4.93050E+00,0,
 1.400000000E+01, 1.21000E-01, 4.93050E+00,0,
 1.405000000E+01, 2.02700E-01, 6.00000E-03,0,
 1.410000000E+01, 2.45750E-01, 6.00000E-03,0,
 1.415000000E+01, 2.78700E-01, 6.00000E-03,0,
 1.420000000E+01, 3.27300E-01, 4.93050E+00,0,
 1.425000000E+01, 3.67500E-01, 6.00000E-03,0,
 1.430000000E+01, 3.67500E-01, 6.00000E-03,0,
 1.435000000E+01, 3.72900E-01, 6.00000E-03,0,
 1.440000000E+01, 3.17900E-01, 6.00000E-03,0,
 1.445000000E+01, 3.59800E-01, 4.93050E+00,0,
 1.450000000E+01, 3.27050E-01, 6.00000E-03,0,
 1.455000000E+01, 2.82450E-01, 6.00000E-03,0,
 1.460000000E+01, 1.59150E-01, 6.00000E-03,0,
 1.465000000E+01, 1.92450E-01, 4.93050E+00,0,
 1.470000000E+01, 2.84350E-01, 4.93050E+00,0,
 1.475000000E+01, 3.21300E-01, 6.00000E-03,0,
 1.480000000E+01, 3.39750E-01, 6.00000E-03,0,
 1.485000000E+01, 3.50400E-01, 6.00000E-03,0,
 1.490000000E+01, 3.68450E-01, 4.93050E+00,0,
 1.495000000E+01, 3.73850E-01, 4.93050E+00,0,
 1.500000000E+01, 3.70550E-01, 6.00000E-03,0,
 1.505000000E+01, 3.60450E-01, 6.00000E-03,0,
 1.510000000E+01, 3.58550E-01, 6.00000E-03,0,
 1.515000000E+01, 3.40200E-01, 4.93050E+00,0,
 1.520000000E+01, 3.14150E-01, 4.93100E+00,0,
 1.525000000E+01, 2.69900E-01, 6.00000E-03,0,
 1.530000000E+01, 2.84050E-01, 6.00000E-03,0,
 1.535000000E+01, 2.80950E-01, 6.00000E-03,0,
 1.540000000E+01, 2.70650E-01, 4.93000E+00,0,
 1.545000000E+01, 3.49650E-01, 4.93050E+00,0,
 1.550000000E+01, 3.43150E-01, 6.00000E-03,0,
 1.555000000E+01, 3.62750E-01, 6.50000E-03,0,
 1.560000000E+01, 3.77400E-01, 4.69200E+00,0,
 1.565000000E+01, 3.73600E-01, 4.93050E+00,0,
 1.570000000E+01, 3.94050E-01, 6.00000E-03,0,
 1.575000000E+01, 3.80800E-01, 6.00000E-03,0,
 1.580000000E+01, 3.94350E-01, 6.00000E-03,0,
 1.585000000E+01, 4.01950E-01, 6.00000E-03,0,
 1.590000000E+01, 4.08800E-01, 4.93050E+00,0,
 1.595000000E+01, 3.81350E-01, 4.93050E+00,0,
 1.600000000E+01, 3.67950E-01, 6.00000E-03,0,
 1.605000000E+01, 3.49300E-01, 6.00000E-03,0,
 1.610000000E+01, 2.96700E-01, 6.00000E-03,0,
 1.615000000E+01, 1.25550E-01, 4.93050E+00,0,
 1.620000000E+01, 2.81500E-01, 6.00000E-03,0,
 1.625000000E+01, 3.48850E-01, 6.00000E-03,0,
 1.630000000E+01, 3.87250E-01, 6.00000E-03,0,
 1.635000000E+01, 4.14450E-01, 6.00000E-03,0,
 1.640000000E+01, 4.19000E-01, 4.93050E+00,0,
 1.645000000E+01, 4.16550E-01, 4.93050E+00,0,
 1.650000000E+01, 4.22800E-01, 6.00000E-03,0,
 1.655000000E+01, 4.10900E-01, 6.00000E-03,0,
 1.660000000E+01, 4.00950E-01, 4.93050E+00,0,
 1.665000000E+01, 2.28950E-01, 4.93050E+00,0,
 1.670000000E+01, 3.30300E-01, 6.00000E-03,0,
 1.675000000E+01, 3.73700E-01, 6.00000E-03,0,
 1.680000000E+01, 3.36950E-01, 6.00000E-03,0,
 1.685000000E+01, 3.43200E-01, 6.00000E-03,0,
 1.690000000E+01, 3.40750E-01, 4.93050E+00,0,
 1.695000000E+01, 3.29150E-01, 6.00000E-03,0,
 1.700000000E+01, 3.76750E-01, 6.00000E-03,0,
 1.705000000E+01, 3.80850E-01, 6.00000E-03,0,
 1.710000000E+01, 3.86800E-01, 6.00000E-03,0,
 1.715000000E+01, 3.77950E-01, 4.93050E+00,0,
 1.720000000E+01, 3.83750E-01, 6.00000E-03,0,
 1.725000000E+01, 3.79700E-01, 6.00000E-03,0,
 1.730000000E+01, 3.06050E-01, 6.00000E-03,0,
 1.735000000E+01, 2.79850E-01, 6.00000E-03,0,
 1.740000000E+01, 2.77000E-01, 4.93050E+00,0,
 1.745000000E+01, 2.64450E-01, 6.00000E-03,0,
 1.750000000E+01, 2.95150E-01, 6.00000E-03,0,
 1.755000000E+01, 3.32000E-01, 6.00000E-03,0,
 1.760000000E+01, 3.02100E-01, 4.93050E+00,0,
 1.765000000E+01, 3.64000E-01, 4.93050E+00,0,
 1.770000000E+01, 3.86700E-01, 6.00000E-03,0,
 1.775000000E+01, 3.29550E-01, 6.00000E-03,0,
 1.780000000E+01, 3.59000E-01, 6.00000E-03,0,
 1.785000000E+01, 4.02600E-01, 4.93050E+00,0,
 1.790000000E+01, 3.77050E-01, 4.93050E+00,0,
 1.795000000E+01, 3.64000E-01, 6.00000E-03,0,
 1.800000000E+01, 3.74600E-01, 6.00000E-03,0,
 1.805000000E+01, 3.66550E-01, 5.50000E-03,0,
 1.810000000E+01, 3.69300E-01, 4.93050E+00,0,
 1.815000000E+01, 3.15700E-01, 4.82950E+00,0,
 1.820000000E+01, 2.90450E-01, 6.00000E-03,0,
 1.825000000E+01, 3.23350E-01, 6.00000E-03,0,
 1.830000000E+01, 2.93500E-01, 6.00000E-03,0,
 1.835000000E+01, 2.88800E-01, 6.00000E-03,0,
 1.840000000E+01, 3.07550E-01, 4.93050E+00,0,
 1.845000000E+01, 3.06700E-01, 6.00000E-03,0,
 1.850000000E+01, 2.56500E-01, 6.00000E-03,0,
 1.855000000E+01, 2.95250E-01, 6.00000E-03,0,
 1.860000000E+01, 2.44900E-01, 4.93050E+00,0,
 1.865000000E+01, 2.58100E-01, 4.93050E+00,0,
 1.870000000E+01, 3.16250E-01, 6.00000E-03,0,
 1.875000000E+01, 3.56750E-01, 6.00000E-03,0,
 1.880000000E+01, 3.79450E-01, 6.00000E-03,0,
 1.885000000E+01, 3.89650E-01, 6.00000E-03,0,
 1.890000000E+01, 3.82200E-01, 4.93050E+00,0,
 1.895000000E+01, 3.74200E-01, 6.00000E-03,0,
 1.900000000E+01, 3.52650E-01, 6.00000E-03,0,
 1.905000000E+01, 3.50000E-01, 6.00000E-03,0,
 1.910000000E+01, 3.62250E-01, 6.00000E-03,0,
 1.915000000E+01, 3.65700E-01, 4.93100E+00,0,
 1.920000000E+01, 3.59350E-01, 6.00000E-03,0,
 1.925000000E+01, 3.41700E-01, 6.00000E-03,0,
 1.930000000E+01, 3.26250E-01, 6.00000E-03,0,
 1.935000000E+01, 3.28550E-01, 6.00000E-03,0,
 1.940000000E+01, 2.74750E-01, 4.93050E+00,0,
 1.945000000E+01, 1.88650E-01, 4.93050E+00,0,
 1.950000000E+01, 2.78800E-01, 6.00000E-03,0,
 1.955000000E+01, 3.42400E-01, 6.00000E-03,0,
 1.960000000E+01, 1.71700E-01, 6.00000E-03,0,
 1.965000000E+01, 3.79200E-01, 4.93050E+00,0,
 1.970000000E+01, 4.14600E-01, 4.93050E+00,0,
 1.975000000E+01, 4.19500E-01, 6.00000E-03,0,
 1.980000000E+01, 4.00050E-01, 6.00000E-03,0,
 1.985000000E+01, 3.83950E-01, 6.00000E-03,0,
 1.990000000E+01, 3.83100E-01, 4.93050E+00,0,
 1.995000000E+01, 3.97300E-01, 4.93050E+00,0,
 2.000000000E+01, 3.67950E-01, 6.00000E-03,0,
 2.005000000E+01, 3.59900E-01, 6.00000E-03,0,
 2.010000000E+01, 3.22750E-01, 6.00000E-03,0,
 2.015000000E+01, 3.25900E-01, 6.00000E-03,0,
 2.020000000E+01, 3.70350E-01, 4.93100E+00,0,
 2.025000000E+01, 3.81300E-01, 4.93050E+00,0,
 2.030000000E+01, 3.40250E-01, 6.00000E-03,0,
 2.035000000E+01, 3.92600E-01, 6.00000E-03,0,
 2.040000000E+01, 4.10950E-01, 6.00000E-03,0,
 2.045000000E+01, 4.38650E-01, 6.00000E-03,0,
 2.050000000E+01, 4.53950E-01, 4.93050E+00,0,
 2.055000000E+01, 4.44950E-01, 6.00000E-03,0,
 2.060000000E+01, 4.20150E-01, 6.00000E-03,0,
 2.065000000E+01, 4.22800E-01, 6.00000E-03,0,
 2.070000000E+01, 3.88750E-01, 4.93050E+00,0,
 2.075000000E+01, 3.42650E-01, 4.93050E+00,0,
 2.080000000E+01, 2.67400E-01, 6.00000E-03,0,
 2.085000000E+01, 3.34000E-01, 6.00000E-03,0,
 2.090000000E+01, 3.47200E-01, 6.00000E-03,0,
 2.095000000E+01, 3.58950E-01, 6.00000E-03,0,
 2.100000000E+01, 4.12700E-01, 4.93050E+00,0,
 2.105000000E+01, 4.03400E-01, 4.93050E+00,0,
 2.110000000E+01, 4.09650E-01, 5.50000E-03,0,
 2.115000000E+01, 3.75050E-01, 6.00000E-03,0,
 2.120000000E+01, 3.65800E-01, 6.00000E-03,0,
 2.125000000E+01, 3.54550E-01, 6.00000E-03,0,
 2.130000000E+01, 3.44550E-01, 4.93050E+00,0,
 2.135000000E+01, 3.51900E-01, 6.00000E-03,0,
 2.140000000E+01, 3.51450E-01, 6.00000E-03,0,
 2.145000000E+01, 3.30000E-01, 6.00000E-03,0,
 2.150000000E+01, 2.81200E-01, 6.00000E-03,0,
 2.155000000E+01, 2.48650E-01, 6.00000E-03,0,
 2.160000000E+01, 2.88100E-01, 4.93050E+00,0,
 2.165000000E+01, 2.47300E-01, 6.00000E-03,0,
 2.170000000E+01, 2.88750E-01, 6.00000E-03,0,
 2.175000000E+01, 2.72650E-01, 6.00000E-03,0,
 2.180000000E+01, 3.23600E-01, 6.00000E-03,0,
 2.185000000E+01, 3.41200E-01, 4.93100E+00,0,
 2.190000000E+01, 3.47700E-01, 4.93050E+00,0,
 2.195000000E+01, 3.66150E-01, 6.00000E-03,0,
