Time[s],Volt[V],ReceivedPower[dBm],1step_diff[dB]
0.49999999999999994,0.1794,-72.696,2.073599999999999
0.7500000000000001,0.1799,-72.656,0.03999999999999204
1.0000000000000002,0.16340000000000002,-73.976,-1.3199999999999932
1.2500000000000004,0.16536,-73.81920000000001,0.15679999999998984
1.5000000000000007,0.15514,-74.6368,-0.8175999999999846
1.7500000000000009,0.17552,-73.0064,1.6303999999999945
2.000000000000001,0.16277,-74.02640000000001,-1.0200000000000102
2.25,0.17037,-73.4184,0.6080000000000041
2.499999999999999,0.21084999999999998,-70.18,3.2383999999999986
2.7499999999999982,0.14612,-75.3584,-5.178399999999996
2.9999999999999973,0.14834,-75.1808,0.1775999999999982
3.2499999999999964,0.10533000000000001,-78.6216,-3.440799999999996
3.4999999999999956,0.1082,-78.39200000000001,0.2295999999999907
3.7499999999999947,0.15328,-74.7856,3.606400000000008
3.999999999999994,0.15755,-74.444,0.3415999999999997
4.249999999999993,0.17263,-73.2376,1.2064000000000021
4.499999999999992,0.19513,-71.4376,1.7999999999999972
4.749999999999991,0.18244,-72.45280000000001,-1.0152000000000072
4.99999999999999,0.19616999999999998,-71.3544,1.0984000000000123
5.249999999999989,0.16510000000000002,-73.84,-2.485600000000005
5.4999999999999885,0.15633,-74.5416,-0.7015999999999991
5.749999999999988,0.18979,-71.8648,2.6768
5.999999999999987,0.20717,-70.4744,1.3903999999999996
6.249999999999986,0.18406,-72.3232,-1.8487999999999971
6.499999999999985,0.26722999999999997,-65.6696,6.653599999999997
6.749999999999984,0.29137,-63.7384,1.931200000000004
6.999999999999983,0.29196,-63.6912,0.04719999999999658
7.249999999999982,0.28213,-64.4776,-0.7863999999999933
7.499999999999981,0.26676,-65.7072,-1.229600000000005
7.7499999999999805,0.29007,-63.8424,1.8648000000000025
7.99999999999998,0.28924000000000005,-63.9088,-0.06640000000000157
8.249999999999982,0.2955,-63.408,0.5007999999999981
8.499999999999986,0.25633,-66.5416,-3.1336000000000013
8.74999999999999,0.22385000000000002,-69.14,-2.598399999999998
8.999999999999993,0.26043,-66.2136,2.926400000000001
9.249999999999996,0.27130000000000004,-65.344,0.8696000000000055
9.5,0.27933,-64.7016,0.642399999999995
9.750000000000004,0.28992,-63.854400000000005,0.8471999999999937
10.000000000000007,0.30337000000000003,-62.7784,1.0760000000000076
10.25000000000001,0.29161000000000004,-63.7192,-0.940800000000003
10.500000000000014,0.27147,-65.3304,-1.6111999999999966
10.750000000000018,0.28036,-64.6192,0.711199999999991
11.000000000000021,0.28019999999999995,-64.632,-0.01279999999999859
11.250000000000025,0.23505000000000004,-68.244,-3.6119999999999948
11.500000000000028,0.23452,-68.2864,-0.04240000000000066
11.750000000000032,0.17223000000000002,-73.2696,-4.9831999999999965
12.000000000000036,0.17651999999999998,-72.9264,0.34319999999999595
12.250000000000039,0.22782,-68.8224,4.103999999999999
12.500000000000043,0.24398,-67.5296,1.2927999999999997
12.750000000000046,0.23521,-68.2312,-0.7015999999999991
13.00000000000005,0.25036,-67.0192,1.2120000000000033
13.250000000000053,0.22357,-69.16239999999999,-2.143199999999993
13.500000000000057,0.20211,-70.8792,-1.7168000000000063
13.75000000000006,0.20901000000000006,-70.3272,0.5519999999999925
14.000000000000064,0.24103,-67.7656,2.5615999999999985
14.250000000000068,0.21956000000000003,-69.4832,-1.7175999999999902
14.500000000000071,0.23108,-68.5616,0.921599999999998
14.750000000000075,0.28786999999999996,-64.0184,4.543199999999999
15.000000000000078,0.24794,-67.2128,-3.1944000000000017
15.250000000000082,0.24797000000000002,-67.21039999999999,0.0024000000000086175
15.500000000000085,0.22934000000000002,-68.7008,-1.4904000000000082
15.750000000000089,0.14401999999999998,-75.5264,-6.825599999999994
16.000000000000092,0.16809000000000002,-73.60079999999999,1.9256000000000029
16.250000000000096,0.19517,-71.4344,2.166399999999996
16.5000000000001,0.21203000000000002,-70.0856,1.3487999999999971
16.750000000000103,0.21391,-69.9352,0.15040000000000475
17.000000000000107,0.21458,-69.8816,0.05359999999998877
